,0,1,2,3,4,5,6,7,8,9,10,11
930,1450b,1450a,1,1,0,0,0,1,2,2,1,1
931,1448b,1448c,2,2,0,0,0,0,0,0,0,1
932,1230a,1230b,1,0,1,3,0,0,1,0,0,1
933,1253a,1253c,1,0,1,2,0,0,3,2,0,1
934,1489a,1489c,1,3,0,3,0,0,1,1,0,1
935,1494b,1494c,1,3,0,3,0,2,2,1,0,1
936,1194b,1194c,0,3,2,0,0,0,0,2,0,1
937,0474b,0474c,1,3,0,3,0,1,0,2,0,1
938,0969c,0969b,1,4,0,2,0,1,1,1,1,1
939,1374b,1374c,2,1,0,0,0,1,2,1,1,1
940,0318c,0318b,2,0,0,3,2,0,0,4,0,1
941,1146a,1146c,3,4,0,3,0,0,0,4,0,1
942,0351a,0351b,0,1,1,1,1,0,1,0,0,1
943,1454b,1454a,0,3,0,0,0,0,0,1,0,1
944,0381b,0381c,2,3,0,3,0,0,0,2,0,1
945,0585b,0585c,3,0,2,1,0,2,0,4,0,1
946,1236a,1236b,0,4,0,3,0,0,1,3,0,1
947,1484b,1484c,0,0,0,0,2,0,1,0,0,1
948,1165b,1165c,3,1,1,2,2,0,2,0,0,1
949,1402a,1402b,1,1,0,2,2,1,1,0,0,1
950,1494a,1494b,1,1,0,1,0,1,1,3,0,1
951,0488b,0488c,1,4,0,1,0,1,0,4,0,1
952,1131a,1131b,1,1,0,0,0,1,0,3,0,1
953,0924a,0924b,1,2,0,0,1,0,0,2,1,1
954,1510b,1510c,1,0,0,1,0,0,1,3,0,1
955,0460b,0460c,1,0,2,1,0,1,1,2,0,1
956,0532b,0532c,0,1,0,0,2,1,0,1,1,1
957,1180b,1180c,1,3,0,0,0,1,1,2,1,1
958,1255b,1255c,1,0,0,1,1,0,1,2,0,1
959,1475a,1475b,2,0,0,3,0,0,1,1,0,1
960,1491a,1491c,2,0,0,1,0,0,0,3,0,1
961,0538b,0538c,1,1,0,3,0,1,0,0,0,1
962,0911b,0911c,1,1,1,2,0,1,1,1,1,1
963,1320b,1320c,1,1,0,0,0,1,0,3,0,1
964,1181b,1181c,0,1,1,2,2,2,1,4,0,1
965,0550b,0550c,1,0,0,1,0,0,0,0,0,1
966,1140c,1140b,2,4,0,1,2,0,1,1,1,1
967,1538a,1538b,1,1,0,0,2,1,1,1,0,1
968,1486a,1486b,1,0,0,0,0,1,1,3,0,1
969,1370a,1370c,1,0,0,2,2,0,1,0,0,1
970,1394a,1394c,1,1,0,3,0,0,2,1,0,1
971,1512b,1512c,0,1,0,1,0,0,1,3,0,1
972,0547a,0547c,1,0,1,2,0,1,2,0,1,1
973,1236c,1236b,2,3,0,1,0,1,1,1,0,1
974,1367a,1367b,1,1,1,0,0,1,3,1,0,1
975,0333b,0333a,0,0,0,3,0,2,1,1,1,1
976,1483b,1483c,2,3,0,1,2,1,0,0,1,1
977,1406b,1406c,0,0,1,3,0,0,1,0,0,1
978,1127a,1127c,1,3,0,3,0,0,1,1,0,1
979,0317a,0317c,1,1,0,0,2,2,0,1,1,1
980,1454c,1454a,1,3,0,3,0,0,1,3,0,1
981,1378b,1378a,0,3,0,0,0,1,1,3,0,1
982,0556a,0556c,2,0,1,0,0,1,1,4,0,1
983,1492a,1492c,0,0,0,0,0,2,0,2,0,1
984,1453a,1453c,1,0,0,3,0,0,0,2,1,1
985,1358a,1358b,1,3,1,0,1,0,0,3,0,1
986,1546c,1546a,2,1,1,3,0,0,0,1,1,1
987,1119a,1119c,1,0,0,3,2,0,1,1,1,1
988,0594a,0594c,3,2,1,4,0,0,1,1,0,1
989,1497a,1497c,2,4,0,3,0,0,2,1,0,1
990,0552b,0552c,1,2,0,3,0,0,0,2,0,1
991,1358a,1358c,1,3,0,0,1,1,1,3,0,1
992,0587a,0587c,0,3,1,1,0,1,1,3,0,1
993,1341a,1341c,2,1,0,2,0,0,1,2,0,1
994,1513b,1513a,0,0,0,0,0,0,0,1,0,1
995,1268b,1268c,1,0,0,3,0,1,1,1,1,1
996,0489b,0489a,0,4,1,0,0,0,2,2,0,1
997,0431c,0431b,1,0,1,1,0,1,2,1,0,1
998,1500a,1500b,3,2,0,4,2,1,1,1,1,1
999,0301a,0301b,0,1,0,2,0,1,1,4,0,1
1000,1364b,1364a,1,0,0,1,2,0,1,2,0,1
1001,0363b,0363a,1,1,0,0,0,1,1,0,1,1
1002,1421a,1421b,2,1,0,3,0,0,1,1,1,1
1003,0424a,0424c,1,1,0,3,0,0,3,2,0,1
1004,0489c,0489a,0,3,1,1,0,1,0,0,1,1
1005,1447b,1447c,0,3,1,1,0,0,0,1,1,1
1006,1336a,1336c,0,0,0,2,0,1,0,0,0,1
1007,1344a,1344c,2,0,0,3,0,1,1,1,0,1
1008,1455b,1455c,0,0,0,2,0,0,1,3,0,1
1009,0301a,0301c,2,1,0,4,2,0,1,3,0,1
1010,1543a,1543c,2,0,0,1,0,0,0,2,1,1
1011,1149b,1149c,1,3,0,0,0,1,2,3,0,1
1012,1405b,1405c,1,2,0,0,2,0,1,0,1,1
1013,0405c,0405b,0,0,0,3,2,0,1,1,1,1
1014,1543b,1543c,1,0,0,1,0,0,1,2,1,1
1015,1323b,1323c,0,1,1,1,0,1,2,3,1,1
1016,1234b,1234c,1,1,1,1,0,0,0,2,0,1
1017,0924a,0924c,2,1,0,3,1,1,1,1,1,1
1018,1489b,1489c,0,3,0,3,0,0,0,1,0,1
1019,0381a,0381c,0,4,0,0,0,1,0,1,0,1
1020,0331b,0331a,0,0,1,0,0,0,3,2,0,1
1021,1149a,1149b,1,3,0,3,0,1,0,1,0,1
1022,0544b,0544c,1,3,0,0,0,1,2,0,1,1
1023,1476a,1476c,0,1,0,3,2,1,1,0,0,1
1024,1152b,1152a,1,3,1,1,0,2,0,1,0,1
1025,1123c,1123a,1,3,1,2,2,1,0,2,1,1
1026,1323a,1323c,1,0,0,0,0,1,1,3,1,1
1027,1408c,1408a,3,0,1,3,2,1,0,1,1,1
1028,0472b,0472c,0,0,0,1,0,1,2,0,0,1
1029,1510b,1510a,0,0,0,0,0,1,1,3,0,1
1030,0560c,0560a,1,3,0,0,2,1,1,3,0,1
1031,1335a,1335b,0,1,0,0,0,1,3,1,0,1
1032,0429b,0429a,1,1,0,0,0,0,1,0,0,1
1033,1485a,1485c,0,0,0,3,0,1,1,1,0,1
1034,0335a,0335c,2,0,0,2,0,1,0,3,0,1
1035,1320a,1320b,2,0,0,3,0,0,0,3,0,1
1036,0538a,0538c,0,1,1,3,0,0,1,3,0,1
1037,1546b,1546a,2,0,1,3,2,2,1,1,1,1
1038,1259a,1259c,1,3,1,0,2,1,1,2,1,1
1039,0516a,0516b,2,1,1,2,2,1,0,2,0,1
1040,1448a,1448c,1,3,0,3,0,1,1,1,1,1
1041,1344a,1344b,2,3,0,3,0,1,0,1,0,1
1042,1271a,1271c,1,0,1,2,2,1,1,2,1,1
1043,0323a,0323b,0,4,2,3,2,1,2,1,1,1
1044,0496c,0496d,1,3,0,2,0,0,0,0,1,1
1045,0518a,0518b,1,0,0,0,0,1,1,1,0,1
1046,0518b,0518c,2,3,0,1,2,2,1,2,1,1
1047,1411b,1411c,3,0,0,0,0,0,1,1,0,1
1048,0496f,0496c,1,0,0,3,0,0,1,1,0,1
1049,1495a,1495b,1,0,1,1,0,0,1,3,0,1
1050,1155a,1155c,0,1,1,2,0,1,1,3,0,1
1051,0327c,0327a,2,0,0,0,0,1,1,2,1,1
1052,0456b,0456c,2,1,0,1,0,1,0,2,1,1
1053,0434b,0434c,1,3,1,2,0,1,0,3,0,1
1054,1461b,1461c,0,2,0,3,0,0,0,3,0,1
1055,1491a,1491b,1,0,0,0,0,0,1,2,1,1
1056,0414a,0414c,3,1,0,0,0,0,1,1,0,1
1057,0564a,0564b,0,1,0,2,2,1,2,1,0,1
1058,0473a,0473b,0,2,0,1,0,1,1,2,0,1
1059,0451b,0451c,1,1,0,2,2,0,1,0,0,1
1060,1234a,1234c,1,3,1,1,0,1,0,1,0,1
1061,0313c,0313b,2,0,1,1,0,0,1,1,1,1
1062,0597c,0597a,2,0,1,0,0,1,2,0,1,1
1063,1413b,1413c,1,3,0,3,0,1,1,0,0,1
1064,0593b,0593c,2,3,0,1,0,1,3,3,1,1
1065,0353a,0353b,0,0,0,2,1,1,1,0,1,1
1066,0338a,0338c,2,3,0,3,0,1,1,1,1,1
1067,1442b,1442c,1,1,0,3,2,0,1,2,1,1
1068,0350b,0350a,1,1,0,3,1,1,0,1,0,1
1069,0379b,0379c,1,0,0,2,0,0,0,0,0,1
1070,0301b,0301c,2,0,0,2,2,1,0,1,0,1
1071,0338b,0338c,2,0,0,0,0,1,1,1,1,1
1072,1137a,1137b,2,0,0,3,0,0,0,1,0,1
1073,0373a,0373c,0,0,0,3,2,1,1,2,0,1
1074,1284a,1284c,1,0,0,0,0,1,0,2,0,1
1075,1504c,1504b,3,0,0,3,1,1,0,2,1,1
1076,1488c,1488b,1,2,0,0,2,0,1,0,1,1
1077,0507b,0507c,3,3,0,2,0,0,1,3,0,1
1078,1501c,1501b,3,0,0,2,2,1,0,2,0,1
1079,1468b,1468c,2,1,0,1,0,0,1,1,0,1
1080,0307a,0307b,1,0,0,3,0,0,1,2,0,1
1081,0405a,0405b,2,0,0,4,2,1,1,1,1,1
1082,1300b,1300c,1,0,0,0,0,1,1,1,0,1
1083,1350a,1350c,2,3,0,3,2,2,1,1,0,1
1084,1477a,1477b,2,1,0,2,2,1,1,1,1,1
1085,1545a,1545b,2,0,0,0,2,0,1,1,0,1
1086,1554b,1554c,1,1,0,2,0,0,0,0,1,1
1087,1543a,1543b,1,0,0,2,0,0,1,4,0,1
1088,1518c,1518a,0,1,0,3,0,1,0,0,0,1
1089,1237a,1237c,0,0,0,1,0,0,0,0,0,1
1090,0414b,0414c,1,0,0,0,0,1,0,2,0,1
1091,1140a,1140b,3,4,1,1,2,0,0,1,1,1
1092,0521a,0521c,1,0,1,0,2,1,2,3,0,1
1093,1366b,1366c,2,1,0,3,0,0,0,1,1,1
1094,1471b,1471c,0,1,0,0,2,1,1,3,0,1
1095,1176b,1176a,1,4,1,3,0,0,1,1,0,1
1096,0892a,0892c,2,2,1,1,0,1,1,0,0,1
1097,1309b,1309c,1,1,1,2,2,1,0,2,1,1
1098,1121b,1121c,1,0,0,0,0,0,0,2,0,1
1099,1328a,1328b,2,1,0,2,0,1,3,2,0,1
1100,0550a,0550c,1,4,0,2,0,0,0,4,0,1
1101,1485b,1485c,3,3,0,0,0,2,0,1,1,1
1102,0302a,0302c,1,1,1,1,2,1,1,2,1,1
1103,0469b,0469c,1,2,0,1,0,0,2,1,0,1
1104,1504b,1504a,2,1,0,2,1,1,3,4,0,1
1105,0927b,0927c,1,3,1,1,0,2,1,0,0,1
1106,1483a,1483c,1,0,0,2,2,2,0,2,1,1
1107,0351c,0351a,0,2,1,0,0,0,1,1,0,1
1108,1271b,1271c,3,3,0,2,2,0,1,1,0,1
1109,1341a,1341b,2,2,0,0,0,1,0,0,0,1
1110,1534c,1534a,1,0,0,1,0,2,1,0,0,1
1111,0337a,0337b,1,3,0,0,0,0,0,2,1,1
1112,0374b,0374a,1,2,1,3,0,1,3,2,0,1
1113,0348a,0348b,2,1,0,1,2,0,0,2,1,1
1114,0496c,0496e,1,3,1,2,0,1,0,1,0,1
1115,1487a,1487c,1,0,0,0,2,2,0,2,1,1
1116,0562a,0562c,3,1,0,0,0,1,1,2,0,1
1117,0600a,0600c,1,0,0,3,0,1,1,3,0,1
1118,0539b,0539c,1,0,0,0,2,0,3,2,0,1
1119,1341b,1341c,0,3,0,2,0,1,1,2,0,1
1120,0507a,0507b,1,0,0,0,2,1,0,2,1,1
1121,1260b,1260c,1,1,0,1,0,1,0,1,0,1
1122,1409b,1409c,1,1,0,3,2,1,2,1,1,1
1123,1430b,1430c,1,1,0,2,1,1,0,0,0,1
1124,0496f,0496e,0,3,1,1,0,1,1,0,0,1
1125,0540a,0540c,1,2,1,3,2,1,0,0,0,1
1126,1370b,1370c,2,1,0,1,0,0,1,2,0,1
1127,1334a,1334c,0,3,0,3,0,0,1,0,0,1
1128,1325a,1325b,3,0,0,1,1,0,1,1,1,1
1129,0551c,0551a,1,1,0,1,2,2,1,1,0,1
1130,1134a,1134b,1,4,0,2,0,0,1,2,0,1
1131,0600b,0600c,3,0,0,0,0,0,1,1,0,1
1132,1533c,1533a,2,1,1,0,0,1,0,2,1,1
1133,0353a,0353c,1,1,0,2,1,1,0,1,0,1
1134,0432a,0432c,0,1,0,3,0,0,1,2,0,1
1135,0440c,0440b,1,3,0,2,2,1,1,4,1,1
1136,0335b,0335c,0,3,0,0,0,1,0,2,0,1
1137,0472b,0472a,1,0,0,3,0,2,1,2,0,1
1138,1521c,1521b,3,0,0,1,2,0,2,3,0,1
1139,1416b,1416a,1,1,0,3,0,1,1,2,0,1
1140,1302b,1302c,1,0,0,3,0,0,0,1,0,1
1141,1260a,1260b,2,0,0,0,0,1,1,4,0,1
1142,1099a,1099c,0,3,1,1,2,0,2,0,0,1
1143,1370a,1370b,1,1,0,3,2,0,0,2,0,1
1144,1197c,1197b,1,2,0,4,2,1,0,0,0,1
1145,1383b,1383c,2,1,0,2,0,0,1,0,0,1
1146,1363b,1363a,0,1,0,0,2,1,2,1,1,1
1147,1386a,1386b,2,0,0,0,0,0,0,2,0,1
1148,1201a,1201b,2,1,0,0,0,1,2,1,0,1
1149,1267c,1267b,1,2,0,2,0,0,0,0,1,1
1150,1344b,1344c,0,3,0,0,0,0,1,2,0,1
1151,1424a,1424b,0,3,0,0,2,0,1,2,0,1
1152,0445a,0445c,0,2,0,3,0,0,0,1,0,1
1153,0584a,0584c,1,0,0,1,0,0,0,1,0,1
1154,0323c,0323a,2,4,1,3,2,1,3,2,1,1
1155,0434c,0434a,3,1,0,0,2,0,3,3,0,1
1156,0385c,0385a,2,2,0,2,1,1,1,1,0,1
1157,0517b,0517c,2,1,0,0,0,1,3,1,1,1
1158,0328b,0328a,3,1,1,1,0,0,0,1,0,1
1159,1227a,1227b,2,0,0,0,0,0,0,3,0,1
1160,1375b,1375c,2,0,0,3,0,0,0,3,0,1
1161,1352b,1352c,0,1,0,3,0,0,1,1,0,1
1162,0923a,0923c,1,0,0,1,1,1,0,2,0,1
1163,1330a,1330b,1,0,0,0,0,0,0,4,0,1
1164,0518a,0518c,1,3,0,1,2,1,2,3,1,1
1165,1453a,1453b,2,0,0,0,0,0,1,2,0,1
1166,0537b,0537c,0,1,1,0,2,0,1,4,1,1
1167,0507a,0507c,2,3,0,2,2,1,1,1,1,1
1168,0927a,0927c,1,1,1,2,2,1,0,1,1,1
1169,0537a,0537c,1,1,0,0,0,0,0,1,1,1
1170,1254c,1254b,1,0,1,2,0,0,0,2,0,1
1171,1497b,1497c,0,1,0,3,2,0,2,2,1,1
1172,1222c,1222a,2,0,1,2,0,1,1,1,1,1
1173,1230c,1230b,1,3,1,0,0,0,1,1,0,1
1174,1414b,1414c,1,4,1,1,3,0,0,1,0,1
1175,0403c,0403a,1,0,2,1,2,1,0,2,1,1
1176,1374b,1374a,2,1,1,2,0,1,2,2,1,1
1177,1257c,1257a,2,0,0,1,0,1,0,1,0,1
1178,0335a,0335b,2,3,0,2,0,0,0,1,0,1
1179,1152a,1152c,3,4,1,1,0,0,1,1,1,1
1180,0496d,0496a,1,3,0,1,0,1,1,1,1,1
1181,1366a,1366c,3,0,0,0,0,1,0,0,1,1
1182,1382c,1382a,0,2,0,0,0,0,1,2,0,1
1183,0431b,0431a,0,2,1,2,1,1,3,0,0,1
1184,0396c,0396b,1,0,1,1,0,0,2,1,0,1
1185,1417c,1417a,0,0,1,3,0,1,0,1,1,1
1186,1171b,1171a,1,2,0,0,0,2,1,3,0,1
1187,0496d,0496e,0,0,1,0,0,1,0,1,1,1
1188,0491c,0491a,0,1,0,1,0,1,0,2,1,1
1189,0421c,0421a,2,2,0,2,0,1,2,2,1,1
1190,0593a,0593c,2,0,0,1,0,1,3,0,1,1
1191,1382b,1382a,0,1,0,0,2,0,1,3,0,1
1192,1248b,1248c,2,0,0,0,0,0,1,2,0,1
1193,1119a,1119b,0,0,0,3,2,1,0,0,0,1
1194,1284a,1284b,1,0,0,3,2,0,1,3,0,1
1195,1257b,1257a,1,3,0,2,0,1,0,0,0,1
1196,1146b,1146c,1,0,0,0,0,1,0,3,0,1
1197,1408a,1408b,2,0,0,2,2,2,0,1,1,1
1198,0496a,0496e,1,3,1,1,0,0,1,0,0,1
1199,0314b,0314a,1,1,0,0,0,1,2,1,1,1
1200,1343a,1343b,0,1,0,0,0,2,1,4,0,1
1201,1491b,1491c,1,0,0,1,0,0,1,1,1,1
1202,1475a,1475c,2,0,1,3,2,1,2,2,0,1
1203,1140c,1140a,1,0,1,0,0,0,1,2,0,1
1204,1517b,1517c,2,1,0,3,0,0,1,1,0,1
1205,1545b,1545c,0,0,0,3,2,1,0,0,0,1
1206,0525a,0525b,1,1,1,3,0,1,1,2,1,1
1207,1501b,1501a,2,2,0,2,0,2,0,3,1,1
1208,1446b,1446c,2,0,0,2,0,0,0,1,0,1
1209,1443c,1443b,2,0,0,1,2,1,1,2,0,1
1210,1511b,1511c,1,0,0,1,2,1,1,2,1,1
1211,1302a,1302c,0,0,0,0,0,0,0,3,0,1
1212,1451a,1451c,1,4,0,3,0,0,0,4,0,1
1213,1336a,1336b,3,0,0,1,0,1,0,4,0,1
1214,0327c,0327b,1,0,0,0,1,1,1,1,1,1
1215,0587b,0587c,1,3,1,3,0,2,0,3,1,1
1216,0565a,0565b,0,0,0,3,0,0,0,2,0,1
1217,0306a,0306b,1,0,1,0,0,0,0,1,0,1
1218,0483a,0483b,1,1,0,3,2,1,1,1,0,1
1219,1335b,1335c,0,1,0,3,0,0,1,1,1,1
1220,1231a,1231b,1,2,0,0,0,0,1,1,0,1
1221,0555b,0555a,0,3,1,2,1,0,3,2,1,1
1222,0456b,0456a,2,0,1,1,0,0,0,2,1,1
1223,1386b,1386c,0,0,0,3,0,0,0,1,0,1
1224,0324c,0324a,1,1,1,4,1,0,1,0,0,1
1225,0564a,0564c,2,0,0,1,1,2,3,1,1,1
1226,0569c,0569a,0,0,1,2,0,1,3,0,0,1
1227,0579a,0579c,1,1,0,3,0,0,1,1,1,1
1228,1498a,1498b,2,0,0,0,2,0,1,1,0,1
1229,1343b,1343c,2,1,0,1,0,2,1,3,1,1
1230,1303c,1303a,0,0,0,0,2,0,0,0,0,1
1231,1495a,1495c,1,0,1,3,2,1,1,1,1,1
1232,0357b,0357a,1,3,1,1,2,1,0,0,0,1
1233,1375b,1375a,0,4,0,2,0,0,0,0,0,1
1234,1444a,1444b,1,1,0,1,0,1,0,3,1,1
1235,1253a,1253b,3,1,0,1,0,1,2,1,1,1
1236,1432c,1432a,0,2,0,0,0,1,0,1,0,1
1237,0422a,0422c,1,1,0,0,0,1,0,3,0,1
1238,0451a,0451c,1,1,0,1,0,1,0,2,1,1
1239,1547b,1547c,0,0,0,2,0,2,0,2,0,1
1240,1284b,1284c,2,0,0,3,2,1,1,1,0,1
1241,0472a,0472c,1,0,0,2,0,1,3,2,0,1
1242,1155b,1155a,0,0,1,1,2,0,0,2,1,1
1243,1254a,1254b,1,0,1,1,0,1,2,0,0,1
1244,0440c,0440a,1,4,1,2,0,1,0,0,0,1
1245,0421b,0421c,1,0,0,0,2,0,1,1,1,1
1246,0473b,0473c,0,3,0,2,2,0,2,1,1,1
1247,1152b,1152c,2,1,0,0,0,2,1,2,1,1
1248,1521a,1521b,1,1,0,3,2,0,2,2,0,1
1249,1492b,1492c,1,1,0,3,0,1,0,2,0,1
1250,1485a,1485b,3,3,0,3,0,1,1,0,1,1
1251,1365c,1365b,2,2,0,2,0,0,0,2,0,1
1252,0535a,0535b,2,4,0,1,0,0,1,3,1,1
1253,0324b,0324a,0,1,0,3,1,0,0,2,1,1
1254,1565a,1565b,0,3,0,0,2,0,0,1,0,1
1255,1127a,1127b,2,0,0,3,0,0,0,3,0,1
1256,1463b,1463c,2,1,0,3,0,1,0,0,0,1
1257,1393a,1393b,0,3,0,3,2,0,0,1,0,1
1258,0367b,0367c,2,0,0,3,0,0,1,1,0,1
1259,1268a,1268c,0,0,0,3,2,1,0,0,0,1
1260,1252a,1252b,1,1,0,0,0,1,1,2,0,1
1261,0571b,0571a,2,3,0,3,0,1,0,1,0,1
1262,0597b,0597a,1,0,1,3,0,0,3,2,1,1
1263,1208a,1208c,0,3,0,0,2,1,3,0,0,1
1264,1134b,1134c,1,3,0,1,0,0,3,2,0,1
1265,0411c,0411b,1,1,0,2,0,1,0,3,0,1
1266,1121a,1121b,0,0,0,3,0,0,0,2,0,1
1267,0538a,0538b,1,0,1,0,0,1,1,3,0,1
1268,1442a,1442b,1,0,0,3,0,0,1,3,0,1
1269,0969a,0969b,0,2,0,0,0,1,0,0,0,1
1270,1463a,1463b,1,0,0,3,0,1,1,0,1,1
1271,1286a,1286c,1,1,0,2,0,0,2,0,0,1
1272,0314c,0314a,0,0,0,3,0,1,2,1,1,1
1273,0365a,0365b,2,1,0,3,2,0,0,1,1,1
1274,0353b,0353c,1,1,0,0,0,2,1,1,1,1
1275,0950a,0950b,1,1,0,0,0,1,2,1,1,1
1276,1513b,1513c,1,1,0,3,1,1,1,1,0,1
1277,1465a,1465b,3,3,0,1,0,1,2,0,0,1
1278,0457a,0457c,2,1,0,3,2,0,0,2,0,1
1279,1164c,1164b,1,0,0,1,1,1,1,1,0,1
1280,0473a,0473c,0,1,0,3,2,1,1,3,1,1
1281,1490c,1490b,1,1,0,0,0,1,0,0,0,1
1282,1567c,1567b,1,3,1,2,0,0,0,2,0,1
1283,1123b,1123a,2,1,1,1,2,1,0,1,1,1
1284,1364b,1364c,1,1,0,3,0,0,0,2,0,1
1285,1248a,1248b,1,0,0,2,0,0,1,4,0,1
1286,1212a,1212c,0,1,0,0,0,0,0,0,0,1
1287,1191b,1191c,0,0,1,2,0,2,3,1,0,1
1288,0355c,0355a,2,1,0,2,0,2,0,2,0,1
1289,1533b,1533a,2,3,1,3,0,1,0,1,0,1
1290,0336a,0336c,2,0,0,1,0,0,1,2,1,1
1291,1477a,1477c,0,1,0,1,0,1,0,0,1,1
1292,0560a,0560b,2,3,0,0,2,0,1,3,1,1
1293,0537a,0537b,1,0,1,0,2,0,1,3,0,1
1294,0546c,0546b,1,1,0,0,1,2,3,0,0,1
1295,1364c,1364a,0,1,0,2,2,0,1,0,0,1
1296,1253b,1253c,2,1,1,1,0,1,1,1,1,1
1297,1129c,1129a,2,1,0,3,0,0,3,1,0,1
1298,0491b,0491c,0,1,0,0,0,1,1,4,0,1
1299,0321a,0321b,1,1,0,0,0,1,0,2,1,1
1300,1319a,1319b,0,4,1,3,0,0,1,3,0,1
1301,1411a,1411c,2,1,0,2,0,1,1,1,0,1
1302,1248a,1248c,1,0,0,2,0,0,0,2,0,1
1303,1153b,1153c,2,3,0,3,1,0,1,1,0,1
1304,0584b,0584c,2,0,0,1,0,0,1,1,0,1
1305,1409a,1409c,3,2,0,3,0,0,1,2,1,1
1306,0333c,0333a,1,1,0,2,0,0,1,1,1,1
1307,1538c,1538b,2,0,0,3,2,1,1,1,1,1
1308,1496a,1496c,0,3,0,0,2,1,2,2,1,1
1309,0334b,0334c,1,4,0,3,2,0,3,1,0,1
1310,1417c,1417b,2,3,0,3,0,1,1,1,1,1
1311,0569a,0569b,1,1,1,0,0,2,1,2,0,1
1312,0431c,0431a,1,2,0,3,1,0,1,1,0,1
1313,1463a,1463c,1,1,0,0,0,0,1,0,1,1
1314,0896a,0896c,2,0,0,1,0,0,1,1,0,1
1315,1328a,1328c,2,0,0,1,0,1,2,1,1,1
1316,1465a,1465c,2,2,1,2,0,0,3,0,0,1
1317,1517a,1517b,1,0,0,2,0,0,0,1,0,1
1318,1323a,1323b,1,1,1,1,0,2,1,0,0,1
1319,0319c,0319b,1,1,1,1,0,1,0,0,1,1
1320,1358b,1358c,0,0,1,0,0,1,1,0,0,1
1321,0571b,0571c,1,1,0,1,2,1,0,1,1,1
1322,0535a,0535c,1,2,0,2,0,1,1,2,1,1
1323,1565b,1565c,0,0,0,3,2,0,2,0,0,1
1324,1461b,1461a,1,2,0,1,0,1,0,1,0,1
1325,0571a,0571c,1,4,0,2,2,2,0,0,1,1
1326,1240a,1240c,1,1,1,3,0,1,2,0,0,1
1327,1362a,1362c,0,1,0,3,0,0,0,2,0,1
1328,0451a,0451b,0,0,0,3,2,1,1,2,1,1
1329,1504c,1504a,1,1,0,1,0,0,3,2,1,1
1330,0333b,0333c,1,1,0,1,0,2,0,0,0,1
1331,1377a,1377b,2,1,0,3,1,1,1,2,0,1
1332,0565a,0565c,0,0,0,2,0,0,1,0,0,1
1333,1441b,1441c,1,1,0,1,2,0,1,1,1,1
1334,0517b,0517a,0,0,0,3,2,1,1,2,0,1
1335,1120b,1120c,1,0,0,0,0,0,0,2,0,1
1336,1320a,1320c,1,1,0,3,0,1,0,0,0,1
1337,1551a,1551b,1,0,0,0,0,1,2,2,1,1
1338,1224c,1224b,1,4,1,3,1,2,2,2,0,1
1339,1540b,1540c,0,1,0,0,0,0,0,3,1,1
1340,1455a,1455b,1,0,0,1,0,0,1,2,0,1
1341,0413a,0413b,0,0,0,2,2,2,2,1,0,1
1342,0539a,0539b,1,3,0,3,2,0,1,0,0,1
1343,1219a,1219b,1,1,0,1,0,0,0,3,0,1
1344,0450c,0450b,0,1,0,1,0,1,0,1,0,1
1345,1368b,1368c,1,0,0,2,2,1,1,4,1,1
1346,0457a,0457b,1,1,1,2,2,0,0,0,1,1
1347,1493a,1493b,0,3,0,0,1,0,3,0,0,1
1348,0375a,0375c,1,4,0,1,0,0,2,3,1,1
1349,0374c,0374a,0,1,1,3,0,1,0,3,0,1
1350,0365b,0365c,2,3,1,0,0,1,1,0,0,1
1351,0349a,0349b,3,0,0,2,0,1,3,0,0,1
1352,1547a,1547c,0,4,0,2,0,2,0,2,0,1
1353,1386a,1386c,2,0,0,3,0,0,0,1,0,1
1354,0555c,0555a,2,4,1,1,2,0,3,0,1,1
1355,1481a,1481c,1,0,0,2,0,1,0,3,0,1
1356,1254c,1254a,0,0,0,1,0,1,2,2,0,1
1357,1197a,1197c,0,2,0,3,0,0,1,4,0,1
1358,1360a,1360c,3,0,1,0,1,0,1,1,1,1
1359,0421b,0421a,1,2,0,2,2,1,3,3,0,1
1360,1481b,1481c,0,0,0,2,0,1,1,0,0,1
1361,1510c,1510a,1,0,0,1,0,1,0,0,0,1
1362,1174a,1174b,1,1,0,2,1,1,1,0,0,1
1363,1429b,1429a,1,1,0,2,2,0,1,1,0,1
1364,1393a,1393c,1,0,0,0,0,0,1,2,0,1
1365,0440b,0440a,0,1,1,0,2,0,1,4,1,1
1366,1180a,1180b,1,0,0,2,0,0,0,0,1,1
1367,1164c,1164a,1,0,1,1,0,2,1,1,0,1
1368,0390c,0390a,2,0,0,0,0,0,0,1,0,1
1369,0373b,0373c,1,1,0,2,0,2,1,4,1,1
1370,1309a,1309b,2,1,0,3,0,0,0,2,0,1
1371,1552a,1552b,1,1,0,2,0,1,0,0,1,1
1372,1127b,1127c,1,3,0,0,0,0,1,2,0,1
1373,0531a,0531c,1,2,0,0,0,0,0,0,0,1
1374,1091c,1091a,1,3,2,2,0,0,3,2,0,1
1375,1240b,1240c,1,0,1,1,2,2,1,2,0,1
1376,1508b,1508a,1,3,0,0,0,1,2,4,1,1
1377,1119b,1119c,1,0,0,0,0,1,1,1,1,1
1378,1406a,1406b,0,2,2,3,2,0,2,0,0,1
1379,0366a,0366b,1,3,1,1,1,0,0,1,0,1
1380,0302a,0302b,0,2,1,3,3,1,2,3,1,1
1381,1431c,1431a,0,0,0,0,0,2,2,4,0,1
1382,1426b,1426a,0,1,0,1,0,1,1,2,1,1
